gene	wbid	n_strains	fluor_tags	other_tags	cgc_strains
unc-58	WBGene00006792	4	TagRFP-T;mNG	ZF	
unc-59	WBGene00006793	3	GFP;mKate2	AID;FLAG;degron	NK2225
unc-6	WBGene00006746	2	mNG	FLAG	NK2936
unc-60	WBGene00006794	1		FLAG	
unc-62	WBGene00006796	1	mNG		
unc-63	WBGene00006797	1	YFP		
unc-68/ryr-1	WBGene00006801	5	GFPnovo2;mNG;mScarlet;sGFP(11)	HA	
unc-69	WBGene00006802	1	sGFP(11)	ZF	
unc-70	WBGene00006803	2	GFP;sGFP(11)		GOU3103
unc-75	WBGene00006807	2	GFP;mScarlet-I3		OH19299;PHX6499
unc-76	WBGene00006808	2	sGFP(11)		
unc-83	WBGene00006815	2	GFP		
unc-85	WBGene00006817	1	GFP		
unc-86	WBGene00006818	1	mNG	AID;FLAG	OH15227
unc-89	WBGene00006820	2	meGFP;smScarlet(11)	degron	
unc-9	WBGene00006749	4	GFP;sGFP(11)		UJ1300
unc-94	WBGene00006823	6	GFP;mNG		LP893;LP894;LP896;RSL10;RSL11
unk-1/C34D10.2	WBGene00016407	2	eGFP;mNG	AID;FLAG;TY1	RW12299;TV30179
usp-4/H34C03.2	WBGene00019259	1	mNG	FLAG	GLW73
usp-48	WBGene00009267	2	GFP;mScarlet		
utp-20	WBGene00007050	1	GFPNovo2	AID;FLAG;TEV	
vab-10	WBGene00006876	6	GFP;TagBFP	ZF	GOU2043;GOU2044;ML2799
vab-15	WBGene00006881	2	GFP		XIL99
vab-3	WBGene00006870	2	mNG		SYS633
vab-7	WBGene00006873	4	GFP;eGFP;mNG	FLAG;TY1	OH15912;RW12267;SYS510
vap-1	WBGene00006886	2	sfGFP		OS11927;OS13359
vbh-1	WBGene00006888	3	GFP;GFPNovo2	AID;FLAG;TEV	SHG2331
vet-2	WBGene00016453	1	GFP		
vgln-1	WBGene00007463	1	mKate2	Myc	
vglu-2	WBGene00010755	1	GFP		PHX362
vglu-3	WBGene00011556	1	GFP		PHX679
vha-11	WBGene00006920	1	GFP	degron	
vha-13	WBGene00013025	7	GFP;mNG;mScarlet;smScarlet(11)	FLAG	CF4586;CF4616;PHX1049;PHX731
vha-4	WBGene00006913	1	mScarlet		
vha-5	WBGene00006914	3	GFP;mNG;sfGFP	FLAG;MTn	
vha-7	WBGene00006916	1	mScarlet		
vit-1	WBGene00006925	2	mCherry		MQD2798
vit-2	WBGene00006926	6	GFP;mNG;mScarlet	FLAG	BCN9071;MQD2774;MQD2775;MQD2798
vit-3	WBGene00006927	2	mCherry		MQD2775
vit-6	WBGene00006930	2	mCherry		MQD2774
vpr-1	WBGene00018008	2	GFP	FLAG;HA	
vps-15	WBGene00014151	2		Myc	
vps-26	WBGene00006931	1		HA	
vps-34	WBGene00006932	1		FLAG	
vps-35	WBGene00006933	1	GFP		
vps-72/C17E4.6	WBGene00007645	1	eGFP	FLAG;TY1	RW12293
vsra-1	WBGene00007297	1		FLAG	JMC327
vwa-8	WBGene00008694	1	GFP	FLAG	CZ27748
wago-1	WBGene00011061	10	GFP;GFPNovo2;mScarlet-I	AID;FLAG;OLLAS;TEV	JMC219
wago-10	WBGene00020707	4	GFP;GFPNovo2	AID;FLAG;TEV	JMC233
wago-4	WBGene00010263	5	GFP	FLAG	JMC223;YY1325
wago-5	WBGene00022877	2	GFP	FLAG	JMC288
wago-8/sago-1	WBGene00019666	2	GFP	FLAG	JMC229
wago-9/hrde-1	WBGene00007624	9	GFP	AID;FLAG;HA;Myc;degron;λN	BFF68;BFF69;JMC231
wah-1	WBGene00006937	1	GFP		
wapl-1	WBGene00019953	3	emGFP	AID;V5	ERC103
wdr-31	WBGene00020231	1	GFP		
wdr-60	WBGene00016165	1	GFP	FLAG	
wdr-62	WBGene00019237	2	GFP	ZF	
wee-1.3	WBGene00006940	3	GFP;mNG	AID	
wrm-1	WBGene00006943	1	eGFP	FLAG;TY1	RW12263
wrt-10	WBGene00006956	1	sfGFP		PHX7022
wrt-2	WBGene00006948	1	mNG	FLAG	JDW877
wshc-5/T05E7.3	WBGene00020259	1	mNG		
wsp-1	WBGene00006957	4	GFP;mNG;mScarlet-I		GOU1861
wts-1	WBGene00007047	1	mTurquoise2	AID;Myc	DV4290
wve-1	WBGene00006958	2	GFP	FLAG	
xbx-1	WBGene00006960	3	RFP;TagRFP	FLAG	GOU2162;GOU2187
xol-1	WBGene00006962	1	GFP	FLAG	
xpb-1	WBGene00013441	1	GFP	AID	
xpc-1	WBGene00022296	1	mCherry	His	
xpf-1	WBGene00008140	2	GFP	AID	HAL100
xpo-1	WBGene00002078	2	mNG		JH3955
y56a3a.22	WBGene00013239	1	GFP	FLAG	
yap-1	WBGene00008748	1	mNG	FLAG	DV3651
ythc-2	WBGene00009922	1	GFPNovo2	AID;FLAG;TEV	
zag-1	WBGene00006970	1	GFP	AID	
zen-4	WBGene00006974	2	GFP;mNG		
zfh-2	WBGene00022518	3	GFP;mScarlet	AID;FLAG	RW12167
zfp-3	WBGene00021047	1	eGFP	FLAG;TY1	RW12271
zfr-1/Y95B8A.8	WBGene00022388	1	eGFP	FLAG;TY1	RW12277
zhp-1	WBGene00018867	4		AID;FLAG;V5	CA1369
zhp-2	WBGene00008387	4		AID;FLAG;HA	CA1377
zhp-3	WBGene00006976	6	GFP	AID;FLAG;HA;Halotag;V5	
zhp-4	WBGene00012678	2		AID;FLAG;HA	
zip-3	WBGene00012330	1	mNG		
zip-7	WBGene00013100	1	eGFP	FLAG;TY1	RW12339
zipt-7.1	WBGene00044067	1	GFP		
zmp-1	WBGene00006987	2	GFP;mNG	GPI	NK2962
zmp-4	WBGene00012364	1	mNG		
znf-593/Y56A3A.18	WBGene00013236	1	eGFP	FLAG;TY1	RW12265
znfx-1/ZK1067.2	WBGene00014208	13	GFP;TagRFP;eGFP;mCherry	FLAG;GFP Nanobody;HA;OLLAS;TEV;TY1;TurboID	RW12340;SHG2909;YY1446;YY1492;YY916;YY968
zsp-1/pid-2	WBGene00021676	1	GFP	FLAG	
ztf-11	WBGene00009939	1	GFP		
ztf-23	WBGene00021846	1	eGFP	FLAG;TY1	RW12279
ztf-25	WBGene00012405	1	eGFP	FLAG;TY1	RW12287
ztf-28	WBGene00018099	1	eGFP	FLAG;TY1	RW12281
ztf-29	WBGene00013438	1	eGFP	FLAG;TY1	RW12283
ztf-6	WBGene00012317	3	eGFP;mNG	FLAG;TY1	RW12301;SYS464
ztf-8	WBGene00022598	1	GFP	FLAG	
zyg-11	WBGene00006996	1	GFP	FLAG	
zyg-12	WBGene00006997	3	GFP	AID;HA	
zyg-9	WBGene00006994	7	GFP;emGFP	FLAG;ZF;degron	EU3169;JLF104
zyx-1	WBGene00006999	1	mNG		
